source,output,grade,source_grade,side,split,method,score,inner_method,inner_score,x,y,width,height
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526022_4153.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526022_4153.jpg,9,9,back,train,edges_ratio,0.604455,,,66,361,751,1051
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526027_4157.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526027_4157.jpg,9,9,back,train,edges_ratio,0.611182,,,62,361,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526033_4159.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526033_4159.jpg,9,9,back,train,edges_ratio,0.609590,,,62,363,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526044_4167.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526044_4167.jpg,9,9,back,train,edges_ratio,0.501940,,,87,409,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526050_4175.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526050_4175.jpg,9,9,back,test,edges_ratio,0.611296,,,64,364,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526052_4177.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526052_4177.jpg,9,9,back,train,edges_ratio,0.609816,,,64,362,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526059_4181.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526059_4181.jpg,9,9,back,train,edges_ratio,0.510504,,,95,399,690,966
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526067_4185.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526067_4185.jpg,9,9,back,train,edges_ratio,0.599539,,,64,368,748,1047
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526072_4191.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526072_4191.jpg,9,9,back,train,edges_ratio,0.501141,,,93,407,684,958
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526073_4193.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526073_4193.jpg,9,9,back,train,edges_ratio,0.611296,,,63,364,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526078_4197.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526078_4197.jpg,9,9,back,test,edges_ratio,0.611296,,,64,359,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526080_4199.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526080_4199.jpg,9,9,back,train,edges_ratio,0.608937,,,66,362,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526082_4203.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526082_4203.jpg,9,9,back,train,fallback,0.000000,,,93,434,746,1044
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526087_4209.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526087_4209.jpg,9,9,back,train,saturation_ratio,0.562741,,,75,416,777,1088
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526088_4211.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526088_4211.jpg,9,9,back,train,edges_ratio,0.516796,,,49,411,751,1051
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526091_4215.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778526091_4215.jpg,9,9,back,val,edges_ratio,0.609023,,,57,363,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526094_4219.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526094_4219.jpg,9,9,back,train,edges_ratio,0.606431,,,64,364,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526095_4221.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526095_4221.jpg,9,9,back,train,edges_ratio,0.609590,,,66,359,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526096_4223.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526096_4223.jpg,9,9,back,train,edges_ratio,0.607531,,,68,362,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526096_4225.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526096_4225.jpg,9,9,back,test,edges_ratio,0.607531,,,68,363,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526099_4231.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526099_4231.jpg,9,9,back,test,edges_ratio,0.608937,,,62,363,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526104_4237.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526104_4237.jpg,9,9,back,train,saturation_ratio,0.558699,,,80,404,774,1084
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526106_4241.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526106_4241.jpg,9,9,back,train,edges_ratio,0.604956,,,65,363,751,1052
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526114_4257.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526114_4257.jpg,9,9,back,train,edges_ratio,0.609476,,,67,359,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526116_4261.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526116_4261.jpg,9,9,back,train,edges_ratio,0.453185,,,150,498,706,989
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526119_4265.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526119_4265.jpg,9,9,back,train,fallback,0.000000,,,94,432,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526121_4271.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526121_4271.jpg,9,9,back,train,edges_ratio,0.578234,,,74,476,798,1117
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526124_4273.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778526124_4273.jpg,9,9,back,val,edges_ratio,0.469188,,,139,440,720,1008
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526125_4275.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526125_4275.jpg,9,9,back,train,edges_ratio,0.601514,,,62,402,814,1140
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526125_4277.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526125_4277.jpg,9,9,back,train,edges_ratio,0.609205,,,89,441,820,1148
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526126_4279.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778526126_4279.jpg,9,9,back,val,edges_ratio,0.497095,,,116,434,740,1036
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526127_4281.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526127_4281.jpg,9,9,back,train,edges_ratio,0.554466,,,44,416,784,1098
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526134_4285.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526134_4285.jpg,9,9,back,train,fallback,0.000000,,,96,434,765,1071
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526140_4291.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526140_4291.jpg,9,9,back,train,edges_ratio,0.541968,,,65,440,774,1084
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526145_4295.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526145_4295.jpg,9,9,back,train,edges_ratio,0.537856,,,87,401,707,990
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526147_4297.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526147_4297.jpg,9,9,back,train,edges_ratio,0.569647,,,94,424,785,1099
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526168_4305.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526168_4305.jpg,9,9,back,train,edges_ratio,0.482523,,,139,405,724,1014
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526176_4309.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526176_4309.jpg,9,9,back,train,fallback,0.000000,,,95,434,760,1064
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526181_4313.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778526181_4313.jpg,9,9,back,val,edges_ratio,0.488573,,,72,421,734,1027
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526196_4321.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526196_4321.jpg,9,9,back,train,edges_ratio,0.583955,,,74,409,799,1119
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526205_4325.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526205_4325.jpg,9,9,back,train,edges_ratio,0.505184,,,78,478,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526209_4327.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526209_4327.jpg,9,9,back,train,edges_ratio,0.512696,,,107,419,749,1049
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526214_4329.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526214_4329.jpg,9,9,back,train,edges_ratio,0.426865,,,122,473,684,958
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526219_4331.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526219_4331.jpg,9,9,back,train,edges_ratio,0.563177,,,89,418,785,1099
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526229_4337.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526229_4337.jpg,9,9,back,train,edges_ratio,0.566716,,,82,396,787,1102
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526237_4347.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526237_4347.jpg,9,9,back,test,edges_ratio,0.569930,,,82,367,733,1026
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526243_4371.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526243_4371.jpg,9,9,back,train,saturation_ratio,0.551888,,,103,402,778,1089
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526244_4375.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526244_4375.jpg,9,9,back,train,edges_ratio,0.537849,,,76,474,768,1075
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526250_4399.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526250_4399.jpg,9,9,back,test,edges_ratio,0.613154,,,85,414,820,1148
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526250_4401.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526250_4401.jpg,9,9,back,train,edges_ratio,0.482154,,,87,474,728,1019
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526254_4415.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526254_4415.jpg,9,9,back,test,edges_ratio,0.564496,,,91,428,779,1091
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526255_4423.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526255_4423.jpg,9,9,back,train,edges_ratio,0.568896,,,74,440,789,1105
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526257_4431.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526257_4431.jpg,9,9,back,train,edges_ratio,0.602512,,,65,369,751,1052
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526258_4433.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526258_4433.jpg,9,9,back,train,edges_ratio,0.605339,,,65,367,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526258_4435.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526258_4435.jpg,9,9,back,train,edges_ratio,0.606477,,,62,369,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526259_4439.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526259_4439.jpg,9,9,back,train,edges_ratio,0.609449,,,72,355,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526260_4443.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778526260_4443.jpg,9,9,back,val,edges_ratio,0.611403,,,69,359,759,1063
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526261_4447.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526261_4447.jpg,9,9,back,train,edges_ratio,0.573385,,,96,408,787,1102
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526261_4449.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526261_4449.jpg,9,9,back,test,edges_ratio,0.545434,,,81,366,714,1000
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526261_4451.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526261_4451.jpg,9,9,back,train,edges_ratio,0.612107,,,66,374,757,1060
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526264_4461.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526264_4461.jpg,9,9,back,test,edges_ratio,0.578939,,,110,416,798,1117
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526265_4465.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526265_4465.jpg,9,9,back,train,saturation_ratio,0.556466,,,73,399,781,1093
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526267_4473.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526267_4473.jpg,9,9,back,train,edges_ratio,0.414439,,,136,620,669,937
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526272_4489.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526272_4489.jpg,9,9,back,train,edges_ratio,0.501964,,,101,406,686,960
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526272_4493.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526272_4493.jpg,9,9,back,train,edges_ratio,0.568847,,,67,413,785,1099
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526273_4497.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526273_4497.jpg,9,9,back,train,edges_ratio,0.439118,,,109,516,690,966
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526273_4499.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526273_4499.jpg,9,9,back,train,edges_ratio,0.477265,,,112,443,718,1005
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526274_4503.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526274_4503.jpg,9,9,back,train,edges_ratio,0.604101,,,68,358,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526276_4509.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526276_4509.jpg,9,9,back,train,edges_ratio,0.603641,,,61,364,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526280_4521.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526280_4521.jpg,9,9,back,train,edges_ratio,0.600739,,,70,378,750,1050
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526280_4523.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526280_4523.jpg,9,9,back,train,edges_ratio,0.559560,,,78,403,780,1092
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526282_4527.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526282_4527.jpg,9,9,back,train,edges_ratio,0.439097,,,140,471,696,974
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526282_4529.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526282_4529.jpg,9,9,back,train,edges_ratio,0.577472,,,108,398,799,1119
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526284_4537.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778526284_4537.jpg,9,9,back,val,edges_ratio,0.510176,,,93,514,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526287_4543.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526287_4543.jpg,9,9,back,train,edges_ratio,0.588134,,,70,365,742,1039
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526287_4545.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526287_4545.jpg,9,9,back,train,edges_ratio,0.411613,,,122,488,670,938
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526288_4547.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526288_4547.jpg,9,9,back,train,edges_ratio,0.602059,,,67,362,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526288_4549.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526288_4549.jpg,9,9,back,train,fallback,0.000000,,,94,436,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526289_4551.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526289_4551.jpg,9,9,back,train,edges_ratio,0.594510,,,65,423,804,1126
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526289_4553.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526289_4553.jpg,9,9,back,train,edges_ratio,0.444991,,,152,429,698,977
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526290_4555.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526290_4555.jpg,9,9,back,train,saturation_ratio,0.562586,,,66,423,783,1096
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526291_4559.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526291_4559.jpg,9,9,back,test,edges_ratio,0.616068,,,53,369,760,1064
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526292_4563.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526292_4563.jpg,9,9,back,train,edges_ratio,0.617483,,,54,366,761,1065
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526292_4565.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526292_4565.jpg,9,9,back,train,edges_ratio,0.605303,,,63,368,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526300_4595.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778526300_4595.jpg,9,9,back,val,fallback,0.000000,,,88,401,705,987
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526301_4599.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526301_4599.jpg,9,9,back,train,edges_ratio,0.614366,,,78,411,816,1142
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526302_4601.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526302_4601.jpg,9,9,back,train,edges_ratio,0.608141,,,70,401,818,1145
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526303_4603.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526303_4603.jpg,9,9,back,train,edges_ratio,0.502430,,,115,427,744,1042
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526305_4605.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526305_4605.jpg,9,9,back,train,fallback,0.000000,,,94,436,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526307_4607.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526307_4607.jpg,9,9,back,train,edges_ratio,0.563641,,,95,389,780,1092
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526307_4609.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526307_4609.jpg,9,9,back,test,saturation_ratio,0.494451,,,124,462,731,1024
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526311_4611.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526311_4611.jpg,9,9,back,train,edges_ratio,0.512782,,,151,407,751,1051
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526311_4613.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526311_4613.jpg,9,9,back,test,edges_ratio,0.498610,,,102,401,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526314_4615.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526314_4615.jpg,9,9,back,test,fallback,0.000000,,,96,434,765,1071
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526316_4619.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526316_4619.jpg,9,9,back,train,edges_ratio,0.611872,,,60,368,757,1060
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526317_4621.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778526317_4621.jpg,9,9,back,val,saturation_ratio,0.576876,,,59,422,793,1110
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526317_4623.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526317_4623.jpg,9,9,back,train,edges_ratio,0.424396,,,146,472,684,958
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526324_4629.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526324_4629.jpg,9,9,back,train,edges_ratio,0.606484,,,69,357,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526326_4631.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526326_4631.jpg,9,9,back,train,edges_ratio,0.609459,,,71,356,756,1059
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526331_4635.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526331_4635.jpg,9,9,back,test,edges_ratio,0.515095,,,87,399,695,973
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526343_4641.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526343_4641.jpg,9,9,back,train,fallback,0.000000,,,96,434,765,1071
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526346_4643.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526346_4643.jpg,9,9,back,train,edges_ratio,0.504632,,,90,410,688,963
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526350_4645.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526350_4645.jpg,9,9,back,train,edges_ratio,0.430795,,,119,485,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526366_4649.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526366_4649.jpg,9,9,back,test,edges_ratio,0.608260,,,58,358,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526372_4651.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526372_4651.jpg,9,9,back,train,edges_ratio,0.605683,,,55,361,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526380_4653.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526380_4653.jpg,9,9,back,train,edges_ratio,0.612862,,,56,361,758,1061
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526391_4657.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526391_4657.jpg,9,9,back,train,edges_ratio,0.421559,,,32,495,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526396_4659.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526396_4659.jpg,9,9,back,test,edges_ratio,0.601787,,,63,371,751,1051
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526413_4665.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526413_4665.jpg,9,9,back,train,edges_ratio,0.610168,,,59,360,756,1059
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526472_4693.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526472_4693.jpg,9,9,back,train,edges_ratio,0.537860,,,79,435,760,1064
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526479_4697.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526479_4697.jpg,9,9,back,train,edges_ratio,0.605423,,,65,357,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526486_4699.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526486_4699.jpg,9,9,back,train,edges_ratio,0.605156,,,100,406,811,1135
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526515_4711.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526515_4711.jpg,9,9,back,train,edges_ratio,0.495316,,,63,427,736,1030
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526525_4715.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526525_4715.jpg,9,9,back,test,edges_ratio,0.410045,,,133,475,667,934
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526536_4719.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526536_4719.jpg,9,9,back,test,edges_ratio,0.603083,,,74,360,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526543_4723.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778526543_4723.jpg,9,9,back,test,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778526567_4733.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778526567_4733.jpg,9,9,back,train,edges_ratio,0.603716,,,61,361,754,1056
